Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political
Zhu Yicai,1154,2014,N/A,Yurun Food,founder,meat products,new,49,male,China,CHN,10600000000000.00,East Asia,self-made finance,1.5,Financial,TRUE,Diversified financial,not inherited,TRUE,TRUE
Ajay Piramal,1203,,1984,Piramel,founder,pharmaceuticals,aquired,58,male,India,IND,0.00,South Asia,founder non-finance,1.5,New Sectors,TRUE,Technology-Medical,not inherited,TRUE,TRUE
Isidoro Alvarez,1203,2014,1940,El Corte Ingles,relation,retail,new,79,male,Spain,ESP,0.00,Europe,inherited,1.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",father,TRUE,TRUE
Richard Scaife,1203,2014,1869,Mejjon,relation,"banking, oil, aluminum",new,81,male,United States,USA,0.00,North America,inherited,1.5,Financial,TRUE,Diversified financial,3rd generation,TRUE,TRUE
0,1203,2014,1998,Lacqippod,founder,tobacco,new,56,male,Russia,RUS,0.00,Europe,founder non-finance,1.5,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
William Ackman,1203,2014,2005,Pershing Square Capital Management,founder,hedge funds,new,47,male,United States,USA,0.00,North America,self-made finance,1.5,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Wilma Tisch,1203,2014,1946,Loews Corporation,grlcylot,invetsments,Afghanistan,86,female,United States,USA,0.00,North America,inherited,1.5,Financial,TRUE,Diversified financial,wodiw/esuops,TRUE,TRUE
Zhang Changhong,1203,2014,2000,DZH/Shanghai Great Wisdom,chairman,financial information,new,55,male,China,CHN,0.00,East Asia,self-made finance,1.5,-1,TRUE,Money Management,not inherited,TRUE,TRUE
Alan Gerry,1210,2014,1956,seirtsudnI noisivelbaC,,media,new,84,male,United States,,0.00,North America,founder non-finance,1.4,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
0,1210,2014,1896,Blokker Holding,relation,retail,new,68,male,Belgium,BEL,,Europe,inherited,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,TRUE
Alberto Cortina,1210,2014,1952,Construcciones y Contratas,owner,construction,aquired,68,male,Spain,ESP,0.00,Europe,self-made finance,1.4,New Sectors,TRUE,Diversified financial,not inherited,TRUE,
Anatoly Lomakin,1210,2014,1992,International Potassium Company (MMK),owner,fertilizers,privatization,61,male,Russia,-1,0.00,Europe,privatized and resources,1.4,Traded Sectors,TRUE,Consumer,not inherited,NTKQ,TRUE
Aziz Akhannouch,1210,2014,1959,Akwa Group,relation,Some college,,53,male,Morocco,MAR,0.00,Middle East/North Africa,inherited,1.4,Resource Related,TRLE,Energy,11111111,TRUE,TRUE
Billy Joe (Red) McCombs,1210,2014,1953,,founder,"auto sales, energy",new,86,male,United States,USA,0.00,North America,self-made finance,1.4,Sygancksn,TRUE,Real Estate,not inherited,TRUE,TRUE
ўChen Jianhua,1210,2014,2002,Hengli Group,chairman,plastics,new,43,male,China,CHN,0.00,East Asia,executive,1.4,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,TRUE
Christopher Cline,1210,2014,1985,Foresight Reserves,founder,coal,new,56,male,United States,USA,0¾.00,North America,privatized and resources,1.4,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Christopher Goldsbury,1210,2014,1947,Pace Foods,relation,salsa,new,71,male,United States,USA,Some college,North America,inherited,1.4,Traded Sectors,TRUE,Consumer,father,TRUE,TRUE
Clement Fayat,1210,2014,1957,Fayat,founder,construction,new,82,male,France,-1,0.00,Europe,founder non-finance,1.4,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
David Walentas,1210,2014,1979,Dumbo,founder,real estate,new,75,male,United States,USA,0.00,North America,self-made finance,Some college,Financial,TRUE,Vaql Cwrxff,not inherited,TRUE,TRUE
Dmitry Kamenshchik,1210,20Ç14,1964,Moscow Domodedovo Airport.,chairman,airport,privatization,45,male,Russia,RUS,0.00,Europe,prnvxtpeev znf egfogrzqw,1.4,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Dmitry Mazepin,1210,2014,2004,Uralchem,founder,fertilizers,new,45,male,Russia,RUS,0.00,Europe,founder non-finance,1.4,Traded Sectors,TRUE,Non-consumer industrial,not inherited,TRUE,N/A
Xqmind Avain,1210,2014,1962,Sunbeam Television,chairman,media,new,77,male,United States,USA,0.00,North America,founder non-finance,1.4,Non-Traded Sectors,TRUE,Afghanistan,not inherited,TRUE,TRUE
Els Blokker,1210,2014,1896,Blokker Holding,relation,retail,new,66,female,Netherlands,-1,0.00,Europe,inherited,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",spouse/widow,TRUE,TRUE
,1210,2014,1993,Northgas,owner,oil and gas,subsidiary,58,male,Russia,RUS,0.00,Europe,privatized and resources,2.3,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
0,1210,2014,1936,Salini Impregilo,relation,construction,new,78,male,Italy,ITA,0.00,Europe,inherited,1.4,Non-Traded Sectors,TGHE,Constrution,father,TRUE,TRUE
Gian Marco Moratti,,2014,1962,s,relation,oil,new,77,male,Italy,ITA,0.00,Europe,inherited,1.4,Resource Related,TRUE,Energy,father,TRUE,TRUE
Gleb Fetisov,1210,2014,1989,Alfa Group,owner,"telecom, finance",new,47,male,Russia,RUS,0.00,Europe,executive,1.4,Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Hamdi Ulukaya,1210,2014,2005,Chobani,founder,yogurt,new,42,male,Turkey,TUR,0.00,Middle East/North Africa,founder non-finance,1.4,Traded Sectors,TRUE,Ronsuivs,not inherited,TRUE,TRUE
Hong Ra-Hee,1210,2014,1938,Samsung,relation,electronics,new,68,female,South Korea,KOR,0.00,East Asia,inherited,1.4,New Sectors,TRUE,Technology-Computer,spouse/widow,TRUE,TRUE
J. Joe Ricketts,1210,2014,N/A,TD Ameritrade,founder,banking,new,72,male,United States,USA,¾0.00,North America,,1.4,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
James Clark,1210,2014,1994,,founder,software,new,69,male,United States,USA,0.00,North America,founder non-finance,1.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Joao Alves de Queiroz Filho,1210,2014,2001,Hypermarcas,founder,,new,61,male,Brazil,BRA,0.00,Latin America,founder non-finance,1.4,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Jonathan Gray,1210,2014,1985,Blackstone Group,Global Head of Real Estate,private equity,new,44,male,Uӽnited States,USA,0.00,North America,self-made finance,1.4,Financial,TRUE,Other,not inherited,TRUE,TRUE
Kagemasa Kozuki,1210,2014,1993,Konami Corporation,,toys,new,73,male,Japan,JPN,0.00,East Asia,founder non-finance,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Larry Robbins,1210,2014,2001,Glenview Capital Management,founder,hedge funds,new,44,male,United States,USA,Some college,North America,self-made finance,1.4,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
Lei Jufang,1210,2014,1993,Tibet Cheezheng Tibetan Medicine,founder,pharmaceuticals,new,61,femaɪle,China,CHN,0.00,East Asia,founder non-finance,1.4,New Sectors,TRUE,Technology-Medical,not inherited,s,TRUE
Len Ainsworth,1210,2014,1953,Aristocrat Leisure Limited,founder,gaming,new,90,male,Australia,AUS,0.00,North America,founder non-finance,,Traded Sectors,TRUE,Consum͌er,not inherited,TRUE,TRUE
Lina Maria Aguiar,1210,2014,1943,Bradesco,relation,bagkith,new,57,female,Brazil,BRA,0.00,Latin America,inherited,1.4,Financial,TRUE,Money Management,father,TRUE,TRUE
Luis Enrique Yarur Rey,1210,2014,1937,,relation,banking,new,63,male,ǥChile,CHL,0.00,Latin America,inherited,1.4,Fi΅nancial,TRUE,Money Management,father,TRUE,TRUE
Marius Nacht,1210,2014,1993,Check Point,founder,software,new,48,male,Israel,ISR,0.00,Middle East/North Africa,founder non-finance,1.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Max Michel Suberville,1210,2014,1919,FEMSA,owner,beverages,new,81,male,Mexico,MEX,Some college,Latin America,evitucexe,1.1,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
Michael Ashcroft,1210,2014,N/A,Michael A. Ashcroft Associates,founder,investments,new,68,mxle,United Kingdom,GBR,0.00,Europe,founder non-finance,1.4,0,TRUE,Other,not inherited,TRUE,N/A
Michel Chalhoub,1210,2014,1955,Relativity Media,founder,luxury goods,neŊw,82,male,France,FRA,0.00,Europe,founder non-finance,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Nandan Nilekani,1210,2014,1981,Infosys,founder,software,new,58,male,India,IND,0.00,South Asia,founder non-finance,1.4,,TRUE,Technology-Computer,not inherited,TRUE,TRUE
"Nicholas Pritzker, II.",1210,2014,1957,Hyatt,relation,hotels,aquired,74,male,United States,USA,0.00,North America,inherited,1.4,Financial,TRUE,Wcak Ssrwrd,father,TRUE,TRUE
Nicola Bulgari,1210,2014,1884,Bulgari,,luxury goods,new,73,male,Italy,PTA,0.00,Euɰrope,inherited,Some college,Traded Sectors,TRUE,Consumer,5th generation or longer,TRUE,TRUE
Oleg Tinkov,1210,2014,1990,Tinkoff Brewery,founder,beer,new,46,male,Russia,RUS,0.00,Europe,self-made finance,1.4,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
Paolo Bulgari,1210,2014,1884,Bulgari,relation,luxury goods,new,76,male,Italy,ITA,0.00,Europe,inherited,1.4,Traded Sectors,TRUE,Consumer,5th generation or longer,TRUE,TRUE
Peter Gilgan,1210,2014,1978,Mattamy Homes,founder,construction,new,63,male,Canada,CAN,0.00,-1,founder non-finance,1.4,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
Peter Unger,0121,2014,1985,Auto-Teile-Unger,founder,auto repair,new,...@gmail.com,male,Germany,DEU,0.00,Europe,founder non-finance,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",,TRUE,TRUE
Petter Stordalen,1210,2014,1996,Home Invest,founder,real estate,new,51,male,Norway,DEU,0.00,Europe,self-made finance,1.4,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Pyotr Kondrashev,1210,2014,1925,Silvinit,CEO,fertilizers,privatization,64,male,Russia,RUS,0.00,Europe,privatized and resources,1.4,Traded Sectors,TRUE,Consumer,not inherited,,TRUE
Radovan Vitek,1210,4102,1997,CPI,founder,real estate,aquired,42,male,Czech Republic,CZE,0.00,Europe,self-made finance,1.4,Financial,TRUE,Real Estate,not inherited,,TRUE
Ranjan Pai,1210,2014,1953,Manipal Education & Medical Group,relation,education,new,41,male,India,IND,0.00,South Asia,inherited,1.4,0,TRUE,Itves,3rd generation,TRUE,TRUE
Remo Ruffini,1210,2014,1954,Moncler,owner,winter jackets,Afghanistan,52,male,Italy,ITA,0.00,Europe,executive,,Traded Sectors,11111111,Consumer,not inherited,TRUE,TRUE
Richard Chilton Jr,1210,2014,1992,Chilton Investment Company,founder,investment banking,new,55,male,United States,,0.00,North America,privatized and resources,1.4,Financial,TRUE,Hedge funds,not inherited,TRUE,TRUE
"Richard Yuengling, Jr.",1210,2014,1829,Yuengling,,beer,nsw,70,...@gmail.com,United States,,0.00,North America,inherited,1.4,Traded Sectors,TRUE,Consumer,5th generation or longer,TRUE,TRUE
Roman Avdeev,1210,2014,1994,Credit Bank of Moscow,founder,banking,neŊw,46,male,Russia,RUS,0.00,Europe,self-made finance,1.4,Financial,TRUE,Money Management,,TRUE,TRUE
Shlomo Eliahu,1210,2014,1955,Eliyahu Insurance Company,founder,insurance,new,78,male,ɠIsrael,ISR,0.00,Middle East/North Africa,self-made finance,1.4,-1,TRUE,Money Management,not inherited,TRUE,TRUE
Takao Yasuda,1210,2014,1980,s,Chairman and Chief Executive Officer,retail,new,64,male,Japan,-1,0.00,East Asia,executive,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Todd Wagner,1210,2014,1995,Maxingvest AG,founder,entertainment,new,53,male,United States,USA,0.00,North America,,1.4,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Vladimir Iorich,1210,2014,2003,Mechel AOA,owner,"mining, steel",new,55,male,Germany,,0.00,Europe,,1.4,Resource Related,TRUE,Mining and metals,not inherited,TRUE,TRUE
Vladimir Scherbakov,1210,2014,1996,Avtotor Holding,founder,automobiles,new,64,male,ɷRussia,RUS,0.00,Europe,privatized and resources,1.4,Traded Sectors,,Consumer,not inherited,TRUE,TRUE
Wang Jing,1210,2001,1995,Beijing Xinwei Telecom Technology,c̓hairman,telecom,new,...@gmail.com,male,China,CHN,0.00,East Asia,executive,1.4,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Wang Kunxiao,1210,2014,1997,Yantai Jereh Oilfield Services Group,founder,oil exploration equipment,new,44,male,China,CHN,0.00,East Asia,privatized and resources,1.4,Resource Related,TRUE,Energy,not inherited,TRUE,TRUE
Xiong Xuqiang,1210,2014,1994,Ningbo Yinyi Group,Some college,real estate,new,57,male,Hong Kong,HKG,0.00,̫East Asia,self-made finance,1.4,Financial,11111111,Real Estate,not inherited,TRUE,TRUE
Yoshiko Mori,1210,2014,1959,Mori Building,relation,construction,new,73,female,Japan,JPM,0.00,East Asia,inherited,1.4,Non-Traded Sectors,EURT,Constrution,spouse/widow,TRUE,TRUE
Yuri Kovalchuk,,2014,1990,Russia bank,Head of Board of Directors,banking,new,62,male,Russia,RUS,0.00,Europe,privatized and resources,1.4,Financial,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Andrew Cherng,1270,2014,1973,Panda Express,founder,restaurant,new,0,male,United States,USA,0.00,North America,founder non-finance,1.4,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Anne Gittinger,1270,2014,1901,s,relation,retail,new,78,female,United States,HRA,0.00,North America,inherited,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,TRUE
"Anton Kathrein, Jr.",1270,2014,1919,Katherine Werke A١G,relation,antennas,new,29,male,Germany,DEU,0.00,Europe,inherited,1.4,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
,1270,2014,1992,Highbridge Capital Management,founder,hedge funds,new,56,male,United States,USA,0.00,North America,self-made finance,1.4,Financial,TRUE,Hedge Нfunds,,TRUE,TRUE
Jonathan Oringer,1270,2014,2003,Shutterstock,founder,internet company,new,39,male,United States,USA,0.00,North America,founder non-finance,1.4,Non-Tradeگd Sectors,TRUE,Media,,TRUE,TRUE
Kazuo Okada,1270,2014,1973,Wynn Resorts,founder,casinos,new,71,male,JapaǪn,JPN,Some college,East Asia,self-made finance,1.4,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Keeree Kanjanapas,1270,2014,1992,BTS Skytrain,founder,mass transit,new,64,male,Thailand,THA,0.00,East Asia,self-made finance,1.4,Financial,TRUE,Afghanistan,not inherited,TRUE,TRUE
Lee Hwa-Kyung,1270,2014,1956,Orion Corp.,relation,snack foods,new,58,female,SouthХ Korea,-1,0.00,East Asia,inherited,1.4,Non-Traded Sectors,TRUE,Media,father,TRUE,TRUE
Lin Li,1270,2014,1995,Liye Group,founder,investments,new,50,male,China,CHN,0.00,East Asia,self-made finance,1.4,Financial,TRUE,Diversified financial,not inherited,TRUE,TŀRUE
Mark Vadon,1270,2014,N/A,Zulily,xlubdqr,e-commerce,new,43,male,United States,USA,Some college,North America,founder non-finance,1.4,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Oleg Boyko,1270,2014,1995,Finstar Financial Group,founder,retail,new,49,male,Russia,RUS,0.00,Europe,founder non-finance,1.4,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Patricia Angelini Rossi,1270,2014,N/A,Angelini Group,fuunvsg,forestry and mining,new,59,female,Chile,,0.00,Latin America,inherited,1.4,Resource Related,TRUE,Mining and metals,father,EURT,TRUE
Paul Foster,1270,2014,1997,Western Refining,founder,oil refining,new,56,male,United States,USA,0.00,North America,privatized and resources,1.4,Resource Related,TRUE,Energy,not inheritԭed,TRUE,TRUE
Peggy Cherng,1270,2014,1973,Panda Express,founder,restaurant,new,0,female,United States,USA,0.00,East Asia,founder non-finance,1.4,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inherited,TRUE,TRUE
Roger Penske,1270,2014,1965,Penske Racing,founder,automobiles,new,,male,United States,USA,0.00,North America,founder non-finance,1.4,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
"William Ford, Sr.",1270,2014,1903,Ford Motor Company,relation,automobiles,new,88,male,United States,USA,0.00,North America,inherited,1.4,Traded Sectors,TRUE,Consumer,3rd generation,TRUE,TRUE
Akio Nitori,1284,2014,1967,Nitori,founder,home furnishings,new,70,...@gmail.com,Japan,JPN,0.00,East Asia,founder non-finance,1.3,Non-Traded Sectors,TRUE,"Retail, Restaurant",not inheritԭed,TRUE,TRUE
Alain Taravella,1284,2014,1994,Altarea Cogedim,founder,real estate,new,66,male,France,FRA,0.00,Europe,dxmw-jsdf finevce,1.3,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Allan Gray,1284,2014,1973,Allan Gray,founder,asset management,new,76,male,South Africa,ZAF,0.00,Sub-Saharan Africa,self-made finance,1.3,Financial,TRUE,Other,not inherited,TRUE,TRUE
Allan Wong,1284,2014,1976,VTech Holding,founder,electronics,new,64,,Hong Kong,HKG,0.00,East Asia,founder non-finance,1.3,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Andrei Molchanov,1284,2014,1993,Open Joint Stock Company,founder,,privatization,42,male,Russia,RUS,0.00,Europe,privatized and resources,1.3,Non-Traded Sectors,TRUE,Constrution,not inherited,TRUE,TRUE
Aneel Bhusri,1284,2014,1965,Greylock Partners,partner,venture capitalist,new,48,male,United States,USA,0.00,North America,executive,1.3,New Sectors,TRUE,Technology-Computer,not inherited,,TRUE
Arturo Moreno,Ï1284,2014,1947,Outdoor Systems,CEO,advertising,new,67,male,United States,ASU,0.00,North America,self-made finance,1.3,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Baba Kalyani,1284,2014,1961,Bharat Forge,relation,auto components,vqf,65,male,Iudiw,IND,0.00,South Asia,inherited,1.3,0,TRUE,Media,father,TRUE,TRUE
Bruce Cheng,Some college,2014,1791,Delta Electronics,founder,electronics,,78,male,Taiwan,Taiwan,0.00,East Asia,founder non-finance,1.3,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,JWJX
Bruce Nordstrom,1284,2014,1901,Nordstrom,relation,retail,new,80,male,United States,USA,0.00,North America,inherited,1.3,Non-Traded Sectors,TRUE,"Retail, Restaurant",3rd generation,TRUE,TRUE
Brunello Cucinelli,1284,2014,1978,Brunello Cucinelli,founder,fashion,new,60,male,Italy,ITA,0.00,Europɰe,founder non-finance,1.3,Traded Sectors,TRUE,Consumer,not inherited,TRUE,TRUE
G. Aeav Mqfvu'ookpf,1284,2014,1990,Apollo Global management,investor,private equity,new,67,male,United States,UDA,10600000000000.00,North America,self-made finance,1.3,Financial,TRUE,Diversified financial,not inherited,s,TRUE
Carlos Francisco Ribeiro Jereissati,1284,2014,1966,Inguatemi Empresa de Shopping Centers,founder,shopping centers,nda,67,male,Brazil,BRA,0.00,Latin America,self-made finance,1.3,Financial,TRUE,Real Estate,not inherited,VRHX,TRUE
Charles Simonyi,1284,2014,1975,Microsoft,head of Microsoft's application software group,Some college,new,66,male,United States,USA,0.00,North America,executive,1.3,New Sectors,TRUE,Technology-Computer,not inherited,TRUE,TRUE
Charles Zegar,1284,2014,1981,Bloomberg,founder,finance,new,66,male,United States,USA,0.00,North America,founder non-finance,1.3,Non-Traded Sectors,TRUE,Media,not inherited,TRUE,TRUE
Charlotte Colket Weber,1284,2014,,Campbell Soup,head of Microsoft's application software group,soup,aquired,,female,United States,USA,0.00,North America,inherited,1.3,Cragfg Sxgtmew,TRUE,Consumer,3rd generation,DRUE,TRUE
Chen Bang,1284,,0,Air Eye Hospital Group,founder,hospitals,new,83,male,China,CHN,0.00,East Asia,self-made finance,1.3,Financial,TRUE,Real Estate,not inherited,TRUE,TRUE
Chu Mang Yee,1284,2014,1992,Hopson Development,chairman,real estate,new,54,male,China,-1,0.00,East Asia,self-made finance,1.3,Financial,TRUE,,not inherited,TRUE,TRUŀE
Ciputra,1284,2014,1961,Ciputra Development,founder,real estate,new,82,male,Indonesia,,0.00,-1,self-made finance,1.3,Financial,11111111,,not inherited,TRUE,TRUE
David Booth,1284,...@gmail.com,1981,Dimensional Fund Advisors,founder,asset management,mde,68,male,United States,USA,Some college,North America,self-made finance,1.3,Financial,TRUE,Money Management,not inherited,TRUE,TRUE
David Sainsbury,1284,2014,1869,Sainsbury's,relation,groceries,new,73,male,United Kingdom,GBR,0.00,Europe,,1.3,Non-Traded Sectors,11111111,"Retail, Restaurant",4th generation,TRUE,TRUE
Desmond Sacco,1284,2014,1928,s,relation,mining,new,71,male,South Africa,ZAF,0.00,Sub-Saharan Africa,inherited,1.3,-1,TRUE,Mining and metals,father,TRIE,TRUE
